areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Scotland,S92000003,19/05/2020,61,14655
nation,Scotland,S92000003,18/05/2020,57,14594
nation,Scotland,S92000003,17/05/2020,90,14537
nation,Scotland,S92000003,16/05/2020,187,14447
nation,Scotland,S92000003,15/05/2020,143,14260
nation,Scotland,S92000003,14/05/2020,188,14117
nation,Scotland,S92000003,13/05/2020,166,13929
nation,Scotland,S92000003,12/05/2020,136,13763
nation,Scotland,S92000003,11/05/2020,141,13627
nation,Scotland,S92000003,10/05/2020,181,13486
nation,Scotland,S92000003,09/05/2020,156,13305
nation,Scotland,S92000003,08/05/2020,225,13149
nation,Scotland,S92000003,07/05/2020,215,12924
nation,Scotland,S92000003,06/05/2020,272,12709
nation,Scotland,S92000003,05/05/2020,171,12437
nation,Scotland,S92000003,04/05/2020,169,12266
nation,Scotland,S92000003,03/05/2020,170,12097
nation,Scotland,S92000003,02/05/2020,273,11927
nation,Scotland,S92000003,01/05/2020,301,11654
nation,Scotland,S92000003,30/04/2020,319,11353
nation,Scotland,S92000003,29/04/2020,313,11034
nation,Scotland,S92000003,28/04/2020,200,10721
nation,Scotland,S92000003,27/04/2020,197,10521
nation,Scotland,S92000003,26/04/2020,273,10324
nation,Scotland,S92000003,25/04/2020,354,10051
nation,Scotland,S92000003,24/04/2020,288,9697
nation,Scotland,S92000003,23/04/2020,371,9409
nation,Scotland,S92000003,22/04/2020,366,9038
nation,Scotland,S92000003,21/04/2020,222,8672
nation,Scotland,S92000003,20/04/2020,263,8450
nation,Scotland,S92000003,19/04/2020,367,8187
nation,Scotland,S92000003,18/04/2020,411,7820
nation,Scotland,S92000003,17/04/2020,307,7409
nation,Scotland,S92000003,16/04/2020,354,7102
nation,Scotland,S92000003,15/04/2020,390,6748
nation,Scotland,S92000003,14/04/2020,291,6358
nation,Scotland,S92000003,13/04/2020,155,6067
nation,Scotland,S92000003,12/04/2020,322,5912
nation,Scotland,S92000003,11/04/2020,315,5590
nation,Scotland,S92000003,10/04/2020,318,5275
nation,Scotland,S92000003,09/04/2020,392,4957
nation,Scotland,S92000003,08/04/2020,336,4565
nation,Scotland,S92000003,07/04/2020,268,4229
nation,Scotland,S92000003,06/04/2020,255,3961
nation,Scotland,S92000003,05/04/2020,361,3706
nation,Scotland,S92000003,04/04/2020,344,3345
nation,Scotland,S92000003,03/04/2020,399,3001
nation,Scotland,S92000003,02/04/2020,292,2602
nation,Scotland,S92000003,01/04/2020,317,2310
nation,Scotland,S92000003,31/03/2020,430,1993
nation,Scotland,S92000003,30/03/2020,179,1563
nation,Scotland,S92000003,29/03/2020,139,1384
nation,Scotland,S92000003,28/03/2020,186,1245
nation,Scotland,S92000003,27/03/2020,165,1059
nation,Scotland,S92000003,26/03/2020,175,894
nation,Scotland,S92000003,25/03/2020,135,719
nation,Scotland,S92000003,24/03/2020,85,584
nation,Scotland,S92000003,23/03/2020,83,499
nation,Scotland,S92000003,22/03/2020,43,416
nation,Scotland,S92000003,21/03/2020,51,373
nation,Scotland,S92000003,20/03/2020,56,322
nation,Scotland,S92000003,19/03/2020,39,266
nation,Scotland,S92000003,18/03/2020,32,227
nation,Scotland,S92000003,17/03/2020,24,195
nation,Scotland,S92000003,16/03/2020,18,171
nation,Scotland,S92000003,15/03/2020,32,153
nation,Scotland,S92000003,14/03/2020,36,121
nation,Scotland,S92000003,13/03/2020,25,85
nation,Scotland,S92000003,12/03/2020,24,60
nation,Scotland,S92000003,11/03/2020,9,36
nation,Scotland,S92000003,10/03/2020,4,27
nation,Scotland,S92000003,09/03/2020,5,23
nation,Scotland,S92000003,08/03/2020,2,18
nation,Scotland,S92000003,07/03/2020,5,16
nation,Scotland,S92000003,06/03/2020,5,11
nation,Scotland,S92000003,05/03/2020,3,6
nation,Scotland,S92000003,04/03/2020,2,3
nation,Scotland,S92000003,03/03/2020,0,1
nation,Scotland,S92000003,02/03/2020,1,1
nation,Wales,W92000004,29/03/2022,4853,858983
nation,Wales,W92000004,28/03/2022,2206,854130
nation,Wales,W92000004,27/03/2022,0,851925
nation,Wales,W92000004,26/03/2022,0,851925
nation,Wales,W92000004,25/03/2022,2128,851925
nation,Wales,W92000004,24/03/2022,2743,849797
nation,Wales,W92000004,23/03/2022,1877,847055
nation,Wales,W92000004,22/03/2022,4909,845179
nation,Wales,W92000004,21/03/2022,2566,840270
nation,Wales,W92000004,20/03/2022,0,837705
nation,Wales,W92000004,19/03/2022,0,837705
nation,Wales,W92000004,18/03/2022,1935,837705
nation,Wales,W92000004,17/03/2022,2261,835770
nation,Wales,W92000004,16/03/2022,1878,833509
nation,Wales,W92000004,15/03/2022,4114,831632
nation,Wales,W92000004,14/03/2022,1508,827518
nation,Wales,W92000004,13/03/2022,0,826010
nation,Wales,W92000004,12/03/2022,0,826010
nation,Wales,W92000004,11/03/2022,1525,826010
nation,Wales,W92000004,10/03/2022,1548,824485
nation,Wales,W92000004,09/03/2022,1141,822937
nation,Wales,W92000004,08/03/2022,2628,821797
nation,Wales,W92000004,07/03/2022,1023,819169
nation,Wales,W92000004,06/03/2022,0,818146
nation,Wales,W92000004,05/03/2022,0,818146
nation,Wales,W92000004,04/03/2022,1177,818146
nation,Wales,W92000004,03/03/2022,899,816969
nation,Wales,W92000004,02/03/2022,808,816071
nation,Wales,W92000004,01/03/2022,2225,815263
nation,Wales,W92000004,28/02/2022,339,813038
nation,Wales,W92000004,27/02/2022,0,812699
nation,Wales,W92000004,26/02/2022,0,812699
nation,Wales,W92000004,25/02/2022,855,812699
nation,Wales,W92000004,24/02/2022,1059,811844
nation,Wales,W92000004,23/02/2022,903,810785
nation,Wales,W92000004,22/02/2022,1672,809882
nation,Wales,W92000004,21/02/2022,1114,808210
nation,Wales,W92000004,20/02/2022,0,807096
nation,Wales,W92000004,19/02/2022,0,807096
nation,Wales,W92000004,18/02/2022,1260,807096
nation,Wales,W92000004,17/02/2022,1352,805836
nation,Wales,W92000004,16/02/2022,1124,804484
nation,Wales,W92000004,15/02/2022,923,803360
nation,Wales,W92000004,14/02/2022,2122,802438
nation,Wales,W92000004,13/02/2022,1495,800316
nation,Wales,W92000004,12/02/2022,0,798821
nation,Wales,W92000004,11/02/2022,1899,798821
nation,Wales,W92000004,10/02/2022,1761,796922
nation,Wales,W92000004,09/02/2022,1388,795161
nation,Wales,W92000004,08/02/2022,1107,793773
nation,Wales,W92000004,07/02/2022,3382,792667
nation,Wales,W92000004,06/02/2022,1868,789285
nation,Wales,W92000004,05/02/2022,0,787417
nation,Wales,W92000004,04/02/2022,2606,787417
nation,Wales,W92000004,03/02/2022,2424,784811
nation,Wales,W92000004,02/02/2022,1870,782388
nation,Wales,W92000004,01/02/2022,1635,780519
nation,Wales,W92000004,31/01/2022,4528,778884
nation,Wales,W92000004,30/01/2022,2840,774356
nation,Wales,W92000004,29/01/2022,0,771516
nation,Wales,W92000004,28/01/2022,2772,771516
nation,Wales,W92000004,27/01/2022,3007,768744
nation,Wales,W92000004,26/01/2022,2707,765737
nation,Wales,W92000004,25/01/2022,1977,763031
nation,Wales,W92000004,24/01/2022,4327,761054
nation,Wales,W92000004,23/01/2022,2827,756727
nation,Wales,W92000004,22/01/2022,0,753899
nation,Wales,W92000004,21/01/2022,2427,753899
nation,Wales,W92000004,20/01/2022,2768,751473
nation,Wales,W92000004,19/01/2022,2136,748708
nation,Wales,W92000004,18/01/2022,1857,746572
nation,Wales,W92000004,17/01/2022,3975,744717
nation,Wales,W92000004,16/01/2022,2133,740742
nation,Wales,W92000004,15/01/2022,0,738609
nation,Wales,W92000004,14/01/2022,2864,738609
nation,Wales,W92000004,13/01/2022,3197,735745
nation,Wales,W92000004,12/01/2022,2886,732548
nation,Wales,W92000004,11/01/2022,2176,729662
nation,Wales,W92000004,10/01/2022,11693,727486
nation,Wales,W92000004,09/01/2022,8923,715796
nation,Wales,W92000004,08/01/2022,0,706873
nation,Wales,W92000004,07/01/2022,7915,706873
nation,Wales,W92000004,06/01/2022,9213,698962
nation,Wales,W92000004,05/01/2022,21279,689750
nation,Wales,W92000004,04/01/2022,22317,668473
nation,Wales,W92000004,03/01/2022,0,646159
nation,Wales,W92000004,02/01/2022,14036,646159
nation,Wales,W92000004,01/01/2022,0,632125
nation,Wales,W92000004,31/12/2021,10393,632125
nation,Wales,W92000004,30/12/2021,21051,621732
nation,Wales,W92000004,29/12/2021,5929,600682
nation,Wales,W92000004,28/12/2021,12378,594753
nation,Wales,W92000004,27/12/2021,0,582378
nation,Wales,W92000004,26/12/2021,5335,582378
nation,Wales,W92000004,25/12/2021,0,577043
nation,Wales,W92000004,24/12/2021,6755,577043
nation,Wales,W92000004,23/12/2021,3292,570288
nation,Wales,W92000004,22/12/2021,4662,566995
nation,Wales,W92000004,21/12/2021,2375,562333
nation,Wales,W92000004,20/12/2021,6796,559959
nation,Wales,W92000004,19/12/2021,3462,553163
nation,Wales,W92000004,18/12/2021,0,549702
nation,Wales,W92000004,17/12/2021,3129,549702
nation,Wales,W92000004,16/12/2021,2889,546573
nation,Wales,W92000004,15/12/2021,2431,543685
nation,Wales,W92000004,14/12/2021,1819,541254
nation,Wales,W92000004,13/12/2021,4543,539435
nation,Wales,W92000004,12/12/2021,2591,534893
nation,Wales,W92000004,11/12/2021,0,532302
nation,Wales,W92000004,10/12/2021,2462,532302
nation,Wales,W92000004,09/12/2021,2302,529840
nation,Wales,W92000004,08/12/2021,2313,527538
nation,Wales,W92000004,07/12/2021,2107,525225
nation,Wales,W92000004,06/12/2021,4405,523118
nation,Wales,W92000004,05/12/2021,2567,518713
nation,Wales,W92000004,04/12/2021,0,516146
nation,Wales,W92000004,03/12/2021,2356,516146
nation,Wales,W92000004,02/12/2021,2791,513790
nation,Wales,W92000004,01/12/2021,2067,510999
nation,Wales,W92000004,30/11/2021,1972,508932
nation,Wales,W92000004,29/11/2021,3969,506960
nation,Wales,W92000004,28/11/2021,1963,502991
nation,Wales,W92000004,27/11/2021,0,501028
nation,Wales,W92000004,26/11/2021,2927,501028
nation,Wales,W92000004,25/11/2021,2377,498101
nation,Wales,W92000004,24/11/2021,2154,495724
nation,Wales,W92000004,23/11/2021,1931,493571
nation,Wales,W92000004,22/11/2021,4489,491640
nation,Wales,W92000004,21/11/2021,2408,487152
nation,Wales,W92000004,20/11/2021,0,484744
nation,Wales,W92000004,19/11/2021,2456,484744
nation,Wales,W92000004,18/11/2021,2576,482288
nation,Wales,W92000004,17/11/2021,2417,479712
nation,Wales,W92000004,16/11/2021,1921,477295
nation,Wales,W92000004,15/11/2021,4520,475375
nation,Wales,W92000004,14/11/2021,2659,470856
nation,Wales,W92000004,13/11/2021,0,468197
nation,Wales,W92000004,12/11/2021,2784,468197
nation,Wales,W92000004,11/11/2021,2134,465413
nation,Wales,W92000004,10/11/2021,2171,463279
nation,Wales,W92000004,09/11/2021,1784,461109
nation,Wales,W92000004,08/11/2021,4303,459325
nation,Wales,W92000004,07/11/2021,2583,455023
nation,Wales,W92000004,06/11/2021,0,452440
nation,Wales,W92000004,05/11/2021,1986,452440
nation,Wales,W92000004,04/11/2021,2799,450455
nation,Wales,W92000004,03/11/2021,2492,447655
nation,Wales,W92000004,02/11/2021,2210,445163
nation,Wales,W92000004,01/11/2021,4983,442953
nation,Wales,W92000004,31/10/2021,3016,437972
nation,Wales,W92000004,30/10/2021,0,434956
nation,Wales,W92000004,29/10/2021,2561,434956
nation,Wales,W92000004,28/10/2021,2664,432395
nation,Wales,W92000004,27/10/2021,2582,429731
nation,Wales,W92000004,26/10/2021,5288,427150
nation,Wales,W92000004,25/10/2021,0,418980
nation,Wales,W92000004,24/10/2021,3152,418980
nation,Wales,W92000004,23/10/2021,0,415829
nation,Wales,W92000004,22/10/2021,3296,415829
nation,Wales,W92000004,21/10/2021,4240,412534
nation,Wales,W92000004,20/10/2021,3450,408294
nation,Wales,W92000004,19/10/2021,3200,404844
nation,Wales,W92000004,18/10/2021,6398,401644
nation,Wales,W92000004,17/10/2021,2965,395247
nation,Wales,W92000004,16/10/2021,0,392282
nation,Wales,W92000004,15/10/2021,3130,392282
nation,Wales,W92000004,14/10/2021,2635,389152
nation,Wales,W92000004,13/10/2021,2266,386516
nation,Wales,W92000004,12/10/2021,2047,384250
nation,Wales,W92000004,11/10/2021,4469,382203
nation,Wales,W92000004,10/10/2021,0,377734
nation,Wales,W92000004,09/10/2021,0,377734
nation,Wales,W92000004,08/10/2021,5705,377734
nation,Wales,W92000004,07/10/2021,3400,372029
nation,Wales,W92000004,06/10/2021,2007,368629
nation,Wales,W92000004,05/10/2021,1758,366624
nation,Wales,W92000004,04/10/2021,3986,364866
nation,Wales,W92000004,03/10/2021,2331,360881
nation,Wales,W92000004,02/10/2021,0,358550
nation,Wales,W92000004,01/10/2021,3009,358550
nation,Wales,W92000004,30/09/2021,2580,355542
nation,Wales,W92000004,29/09/2021,3369,352939
nation,Wales,W92000004,28/09/2021,2270,349570
nation,Wales,W92000004,27/09/2021,5659,347300
nation,Wales,W92000004,26/09/2021,3303,341641
nation,Wales,W92000004,25/09/2021,0,338338
nation,Wales,W92000004,24/09/2021,2727,338338
nation,Wales,W92000004,23/09/2021,2476,335611
nation,Wales,W92000004,22/09/2021,2485,333135
nation,Wales,W92000004,21/09/2021,2576,330650
nation,Wales,W92000004,20/09/2021,5258,328074
nation,Wales,W92000004,19/09/2021,2717,322816
nation,Wales,W92000004,18/09/2021,0,320099
nation,Wales,W92000004,17/09/2021,2618,320099
nation,Wales,W92000004,16/09/2021,2891,317481
nation,Wales,W92000004,15/09/2021,2298,314590
nation,Wales,W92000004,14/09/2021,1924,312292
nation,Wales,W92000004,13/09/2021,4308,310368
nation,Wales,W92000004,12/09/2021,2317,306060
nation,Wales,W92000004,11/09/2021,0,303743
nation,Wales,W92000004,10/09/2021,2467,303743
nation,Wales,W92000004,09/09/2021,2297,301276
nation,Wales,W92000004,08/09/2021,2669,298979
nation,Wales,W92000004,07/09/2021,2504,296310
nation,Wales,W92000004,06/09/2021,5161,293806
nation,Wales,W92000004,05/09/2021,2389,288645
nation,Wales,W92000004,04/09/2021,0,286256
nation,Wales,W92000004,03/09/2021,2391,286256
nation,Wales,W92000004,02/09/2021,2275,283865
nation,Wales,W92000004,01/09/2021,3328,281590
nation,Wales,W92000004,31/08/2021,3872,278262
nation,Wales,W92000004,30/08/2021,0,274390
nation,Wales,W92000004,29/08/2021,2357,274390
nation,Wales,W92000004,28/08/2021,0,272034
nation,Wales,W92000004,27/08/2021,1791,272034
nation,Wales,W92000004,26/08/2021,2389,270243
nation,Wales,W92000004,25/08/2021,1705,267854
nation,Wales,W92000004,24/08/2021,1393,266149
nation,Wales,W92000004,23/08/2021,3247,264756
nation,Wales,W92000004,22/08/2021,1626,261509
nation,Wales,W92000004,21/08/2021,0,259883
nation,Wales,W92000004,20/08/2021,1728,259883
nation,Wales,W92000004,19/08/2021,1480,258155
nation,Wales,W92000004,18/08/2021,1373,256675
nation,Wales,W92000004,17/08/2021,761,255302
nation,Wales,W92000004,16/08/2021,2394,254541
nation,Wales,W92000004,15/08/2021,1099,252147
nation,Wales,W92000004,14/08/2021,0,251048
nation,Wales,W92000004,13/08/2021,1090,251048
nation,Wales,W92000004,12/08/2021,1846,249958
nation,Wales,W92000004,11/08/2021,0,248112
nation,Wales,W92000004,10/08/2021,543,248112
nation,Wales,W92000004,09/08/2021,1364,247569
nation,Wales,W92000004,08/08/2021,864,246205
nation,Wales,W92000004,07/08/2021,0,245341
nation,Wales,W92000004,06/08/2021,803,245341
nation,Wales,W92000004,05/08/2021,681,244538
nation,Wales,W92000004,04/08/2021,608,243857
nation,Wales,W92000004,03/08/2021,581,243249
nation,Wales,W92000004,02/08/2021,1106,242668
nation,Wales,W92000004,01/08/2021,719,241562
nation,Wales,W92000004,31/07/2021,0,240843
nation,Wales,W92000004,30/07/2021,824,240843
nation,Wales,W92000004,29/07/2021,724,240019
nation,Wales,W92000004,28/07/2021,588,239295
nation,Wales,W92000004,27/07/2021,704,238707
nation,Wales,W92000004,26/07/2021,1130,238003
nation,Wales,W92000004,25/07/2021,1238,236873
nation,Wales,W92000004,24/07/2021,0,235635
nation,Wales,W92000004,23/07/2021,755,235635
nation,Wales,W92000004,22/07/2021,712,234880
nation,Wales,W92000004,21/07/2021,941,234168
nation,Wales,W92000004,20/07/2021,555,233227
nation,Wales,W92000004,19/07/2021,2053,232672
nation,Wales,W92000004,18/07/2021,1112,230619
nation,Wales,W92000004,17/07/2021,0,229507
nation,Wales,W92000004,16/07/2021,1083,229507
nation,Wales,W92000004,15/07/2021,861,228424
nation,Wales,W92000004,14/07/2021,1135,227563
nation,Wales,W92000004,13/07/2021,737,226428
nation,Wales,W92000004,12/07/2021,1190,225691
nation,Wales,W92000004,11/07/2021,698,224501
nation,Wales,W92000004,10/07/2021,0,223804
nation,Wales,W92000004,09/07/2021,655,223804
nation,Wales,W92000004,08/07/2021,701,223149
nation,Wales,W92000004,07/07/2021,663,222448
nation,Wales,W92000004,06/07/2021,698,221785
nation,Wales,W92000004,05/07/2021,1256,221087
nation,Wales,W92000004,04/07/2021,535,219831
nation,Wales,W92000004,03/07/2021,0,219296
nation,Wales,W92000004,02/07/2021,570,219296
nation,Wales,W92000004,01/07/2021,481,218726
nation,Wales,W92000004,30/06/2021,513,218245
nation,Wales,W92000004,29/06/2021,281,217732
nation,Wales,W92000004,28/06/2021,670,217452
nation,Wales,W92000004,27/06/2021,416,216782
nation,Wales,W92000004,26/06/2021,0,216366
nation,Wales,W92000004,25/06/2021,336,216366
nation,Wales,W92000004,24/06/2021,438,216030
nation,Wales,W92000004,23/06/2021,213,215593
nation,Wales,W92000004,22/06/2021,175,215380
nation,Wales,W92000004,21/06/2021,484,215205
nation,Wales,W92000004,20/06/2021,176,214721
nation,Wales,W92000004,19/06/2021,0,214545
nation,Wales,W92000004,18/06/2021,163,214545
nation,Wales,W92000004,17/06/2021,140,214382
nation,Wales,W92000004,16/06/2021,141,214243
nation,Wales,W92000004,15/06/2021,98,214102
nation,Wales,W92000004,14/06/2021,247,214004
nation,Wales,W92000004,13/06/2021,115,213757
nation,Wales,W92000004,12/06/2021,0,213642
nation,Wales,W92000004,11/06/2021,118,213642
nation,Wales,W92000004,10/06/2021,113,213524
nation,Wales,W92000004,09/06/2021,223,213411
nation,Wales,W92000004,08/06/2021,22,213188
nation,Wales,W92000004,07/06/2021,75,213166
nation,Wales,W92000004,06/06/2021,92,213091
nation,Wales,W92000004,05/06/2021,0,212999
nation,Wales,W92000004,04/06/2021,71,212999
nation,Wales,W92000004,03/06/2021,49,212928
nation,Wales,W92000004,02/06/2021,83,212879
nation,Wales,W92000004,01/06/2021,94,212796
nation,Wales,W92000004,31/05/2021,0,212702
nation,Wales,W92000004,30/05/2021,30,212702
nation,Wales,W92000004,29/05/2021,0,212672
nation,Wales,W92000004,28/05/2021,32,212672
nation,Wales,W92000004,27/05/2021,58,212640
nation,Wales,W92000004,26/05/2021,28,212582
nation,Wales,W92000004,25/05/2021,19,212554
nation,Wales,W92000004,24/05/2021,101,212535
nation,Wales,W92000004,23/05/2021,46,212434
nation,Wales,W92000004,22/05/2021,0,212388
nation,Wales,W92000004,21/05/2021,28,212388
nation,Wales,W92000004,20/05/2021,45,212361
nation,Wales,W92000004,19/05/2021,44,212316
nation,Wales,W92000004,18/05/2021,32,212272
nation,Wales,W92000004,17/05/2021,91,212240
nation,Wales,W92000004,16/05/2021,54,212149
nation,Wales,W92000004,15/05/2021,0,212095
nation,Wales,W92000004,14/05/2021,54,212095
nation,Wales,W92000004,13/05/2021,59,212041
nation,Wales,W92000004,12/05/2021,22,211983
nation,Wales,W92000004,11/05/2021,30,211961
nation,Wales,W92000004,10/05/2021,104,211931
nation,Wales,W92000004,09/05/2021,54,211827
nation,Wales,W92000004,08/05/2021,0,211773
nation,Wales,W92000004,07/05/2021,47,211773
nation,Wales,W92000004,06/05/2021,34,211726
nation,Wales,W92000004,05/05/2021,54,211692
nation,Wales,W92000004,04/05/2021,65,211638
nation,Wales,W92000004,03/05/2021,0,211573
nation,Wales,W92000004,02/05/2021,79,211573
nation,Wales,W92000004,01/05/2021,0,211494
nation,Wales,W92000004,30/04/2021,36,211494
nation,Wales,W92000004,29/04/2021,69,211458
nation,Wales,W92000004,28/04/2021,35,211389
nation,Wales,W92000004,27/04/2021,33,211354
nation,Wales,W92000004,26/04/2021,97,211321
nation,Wales,W92000004,25/04/2021,62,211224
nation,Wales,W92000004,24/04/2021,0,211162
nation,Wales,W92000004,23/04/2021,58,211162
nation,Wales,W92000004,22/04/2021,63,211104
nation,Wales,W92000004,21/04/2021,64,211042
nation,Wales,W92000004,20/04/2021,53,210978
nation,Wales,W92000004,19/04/2021,102,210925
nation,Wales,W92000004,18/04/2021,94,210823
nation,Wales,W92000004,17/04/2021,0,210729
nation,Wales,W92000004,16/04/2021,48,210729
nation,Wales,W92000004,15/04/2021,105,210681
nation,Wales,W92000004,14/04/2021,62,210577
nation,Wales,W92000004,13/04/2021,69,210515
nation,Wales,W92000004,12/04/2021,50,210447
nation,Wales,W92000004,11/04/2021,53,210397
nation,Wales,W92000004,10/04/2021,130,210344
nation,Wales,W92000004,09/04/2021,114,210219
nation,Wales,W92000004,08/04/2021,82,210105
nation,Wales,W92000004,07/04/2021,82,210023
nation,Wales,W92000004,06/04/2021,126,209942
nation,Wales,W92000004,05/04/2021,189,209816
nation,Wales,W92000004,04/04/2021,0,209627
nation,Wales,W92000004,03/04/2021,95,209627
nation,Wales,W92000004,02/04/2021,0,209532
nation,Wales,W92000004,01/04/2021,188,209532
nation,Wales,W92000004,31/03/2021,60,209345
nation,Wales,W92000004,30/03/2021,94,209285
nation,Wales,W92000004,29/03/2021,125,209191
nation,Wales,W92000004,28/03/2021,171,209066
nation,Wales,W92000004,27/03/2021,201,208895
nation,Wales,W92000004,26/03/2021,190,208694
nation,Wales,W92000004,25/03/2021,227,208504
nation,Wales,W92000004,24/03/2021,159,208277
nation,Wales,W92000004,23/03/2021,127,208119
nation,Wales,W92000004,22/03/2021,150,207992
nation,Wales,W92000004,21/03/2021,196,207842
nation,Wales,W92000004,20/03/2021,208,207646
nation,Wales,W92000004,19/03/2021,201,207438
nation,Wales,W92000004,18/03/2021,297,207237
nation,Wales,W92000004,17/03/2021,145,206940
nation,Wales,W92000004,16/03/2021,142,206795
nation,Wales,W92000004,15/03/2021,248,206653
nation,Wales,W92000004,14/03/2021,217,206405
nation,Wales,W92000004,13/03/2021,210,206188
nation,Wales,W92000004,12/03/2021,190,205978
nation,Wales,W92000004,11/03/2021,195,205788
nation,Wales,W92000004,10/03/2021,225,205593
nation,Wales,W92000004,09/03/2021,166,205368
nation,Wales,W92000004,08/03/2021,164,205202
nation,Wales,W92000004,07/03/2021,152,205038
nation,Wales,W92000004,06/03/2021,195,204886
nation,Wales,W92000004,05/03/2021,230,204692
nation,Wales,W92000004,04/03/2021,267,204463
nation,Wales,W92000004,03/03/2021,208,204196
nation,Wales,W92000004,02/03/2021,170,203988
nation,Wales,W92000004,01/03/2021,193,203818
nation,Wales,W92000004,28/02/2021,247,203625
nation,Wales,W92000004,27/02/2021,198,203378
nation,Wales,W92000004,26/02/2021,308,203180
nation,Wales,W92000004,25/02/2021,312,202872
nation,Wales,W92000004,24/02/2021,236,202560
nation,Wales,W92000004,23/02/2021,317,202324
nation,Wales,W92000004,22/02/2021,319,202007
nation,Wales,W92000004,21/02/2021,336,201688
nation,Wales,W92000004,20/02/2021,363,201352
nation,Wales,W92000004,19/02/2021,533,200989
nation,Wales,W92000004,18/02/2021,290,200456
nation,Wales,W92000004,17/02/2021,374,200166
nation,Wales,W92000004,16/02/2021,275,199793
nation,Wales,W92000004,15/02/2021,363,199518
nation,Wales,W92000004,14/02/2021,394,199155
nation,Wales,W92000004,13/02/2021,400,198761
nation,Wales,W92000004,12/02/2021,608,198362
nation,Wales,W92000004,11/02/2021,410,197754
nation,Wales,W92000004,10/02/2021,323,197344
nation,Wales,W92000004,09/02/2021,351,197021
nation,Wales,W92000004,08/02/2021,610,196670
nation,Wales,W92000004,07/02/2021,461,196060
nation,Wales,W92000004,06/02/2021,675,195599
nation,Wales,W92000004,05/02/2021,399,194924
nation,Wales,W92000004,04/02/2021,544,194525
nation,Wales,W92000004,03/02/2021,455,193981
nation,Wales,W92000004,02/02/2021,614,193526
nation,Wales,W92000004,01/02/2021,630,192912
nation,Wales,W92000004,31/01/2021,605,192282
nation,Wales,W92000004,30/01/2021,737,191677
nation,Wales,W92000004,29/01/2021,546,190940
nation,Wales,W92000004,28/01/2021,705,190394
nation,Wales,W92000004,27/01/2021,537,189689
nation,Wales,W92000004,26/01/2021,570,189152
nation,Wales,W92000004,25/01/2021,872,188583
nation,Wales,W92000004,24/01/2021,796,187711
nation,Wales,W92000004,23/01/2021,1079,186915
nation,Wales,W92000004,22/01/2021,801,185836
nation,Wales,W92000004,21/01/2021,1153,185035
nation,Wales,W92000004,20/01/2021,1283,183882
nation,Wales,W92000004,19/01/2021,1106,182599
nation,Wales,W92000004,18/01/2021,1332,181493
nation,Wales,W92000004,17/01/2021,1172,180161
nation,Wales,W92000004,16/01/2021,1129,178989
nation,Wales,W92000004,15/01/2021,1808,177864
nation,Wales,W92000004,14/01/2021,1644,176056
nation,Wales,W92000004,13/01/2021,1533,174412
nation,Wales,W92000004,12/01/2021,1332,172879
nation,Wales,W92000004,11/01/2021,1793,171547
nation,Wales,W92000004,10/01/2021,1660,169754
nation,Wales,W92000004,09/01/2021,2373,168094
nation,Wales,W92000004,08/01/2021,2487,165721
nation,Wales,W92000004,07/01/2021,1718,163234
nation,Wales,W92000004,06/01/2021,2238,161516
nation,Wales,W92000004,05/01/2021,2069,159278
nation,Wales,W92000004,04/01/2021,1898,157209
nation,Wales,W92000004,03/01/2021,4011,155311
nation,Wales,W92000004,02/01/2021,2764,151300
nation,Wales,W92000004,01/01/2021,0,148537
nation,Wales,W92000004,31/12/2020,1831,148537
nation,Wales,W92000004,30/12/2020,2281,146706
nation,Wales,W92000004,29/12/2020,2510,144425
nation,Wales,W92000004,28/12/2020,2273,141915
nation,Wales,W92000004,27/12/2020,4142,139642
nation,Wales,W92000004,26/12/2020,2237,135500
nation,Wales,W92000004,25/12/2020,0,133263
nation,Wales,W92000004,24/12/2020,2161,133263
nation,Wales,W92000004,23/12/2020,3013,131102
nation,Wales,W92000004,22/12/2020,2761,128089
nation,Wales,W92000004,21/12/2020,2563,125329
nation,Wales,W92000004,20/12/2020,2334,122766
nation,Wales,W92000004,19/12/2020,3065,120432
nation,Wales,W92000004,18/12/2020,2801,117367
nation,Wales,W92000004,17/12/2020,11468,114566
nation,Wales,W92000004,16/12/2020,530,103098
nation,Wales,W92000004,15/12/2020,615,102568
nation,Wales,W92000004,14/12/2020,1228,101953
nation,Wales,W92000004,13/12/2020,0,100725
nation,Wales,W92000004,12/12/2020,2494,100725
nation,Wales,W92000004,11/12/2020,2234,98232
nation,Wales,W92000004,10/12/2020,1968,95998
nation,Wales,W92000004,09/12/2020,2238,94030
nation,Wales,W92000004,08/12/2020,780,91792
nation,Wales,W92000004,07/12/2020,2021,91013
nation,Wales,W92000004,06/12/2020,1916,88992
nation,Wales,W92000004,05/12/2020,1645,87077
nation,Wales,W92000004,04/12/2020,1471,85432
nation,Wales,W92000004,03/12/2020,1473,83961
nation,Wales,W92000004,02/12/2020,1480,82489
nation,Wales,W92000004,01/12/2020,667,81009
nation,Wales,W92000004,30/11/2020,802,80342
nation,Wales,W92000004,29/11/2020,1004,79540
nation,Wales,W92000004,28/11/2020,1445,78536
nation,Wales,W92000004,27/11/2020,1105,77091
nation,Wales,W92000004,26/11/2020,1251,75986
nation,Wales,W92000004,25/11/2020,907,74735
